,Function,Original Comment,Predicted comment
1695,public boolean db delete change connection db conn build the sql delete string for this change string sql string new string delete from defines c tbl name where change id change id return db utilities execute update db conn sql string ,delete this change record from the database , update a device interface record record
1696,public element get plugin element string name xpath xpath xpath factory new instance new xpath xpath set namespace context project get nscontext element plugin null try plugin element xpath evaluate alveole plugin id name extensions get document element xpath constants node catch exception e e print stack trace if plugin null plugin extensions create element ns project xmlns plugin plugin set attribute id name extensions get document element append child plugin return plugin ,get plugin specific node to store specific settings for that plugin on package , find the given element with the given name
1697,public int get connected users count synchronized connected users return connected users size ,gets the connected users count , gets the number of current users that have started
1698,protected void remove command get the command manager command manager cmd mgr command manager get instance check if the plugin command can be remove if this obj plugin cmd null remove the plugin command cmd mgr remove command plugin this obj plugin cmd this obj plugin cmd null ,removes the command used by this plugin , remove the specified connection from the list of this manager
1699,public void set retry count int retry count this retry count retry count ,the number of times the google translator retries , sets the number of search users that have have
1700,public string get record file name return record file name ,gets the value of the record file name property , returns the file name used by this user
1701,public void set grouping separator string string throw new runtime exception stub ,void set grouping separator nsstring string , void set prefix nsstring string
1702,public void set admin object link string value this admin object link value ,sets the value of the admin object link property , sets the value of the properties property
1703,public jpanel get panel return this main panel ,return the main panel for this widget , gets the panel panel
1704,public string get new real name return new real name ,visszaadja a real konkret workflow nevet , gets the value of the path path property
1705,private boolean validate fields return validate dbfields validate modem fields ,validates the fields entered by the user , checks whether the given attribute is valid
1706,public spacecraft model get spacecraft model int i return sc formation get spacecraftmodel i ,get the spacecraft model with the given index , returns the spacecraft model for the given index
1707,protected void perform revert idocument provider provider get document provider if provider null return try provider about to change get editor input provider reset document get editor input editor saved catch core exception x istatus status x get status if status null status get severity istatus cancel shell shell get site get shell string title editor messages editor error revert title string msg editor messages editor error revert message error dialog open error shell title msg x get status finally provider changed get editor input ,performs revert and handles errors appropriately , performs the current task of the current workflow
1708,public float height for footer in section uitable view tableview int section throw new optional selector exception ,this is an optional method , returns the width of the given section
1709,public string get module extension return module extension table value ,return the file extension string for this enumeration , gets the value of the server info property
1710,public date read date throws messaging exception string value read string try return date parser parse value catch exception e we re just skipping over this so return null return null ,read a date from a response string , parse a date value from a date
1711,public void debug string msg throwable ex debug default log channel msg ex ,log a message object with the i debug i level , log a message object with the i i level level
1712,public void add dav property property check type type propstat prop container status200 get prop container http servlet response sc ok false status200 add content property ,adds a property to this response 200 propstat set , adds a property to the set of property value
1713,public boolean is selected page state ps parameter data p get parameter data ps return ps null p get value null ,return code true code if the user clicked on this submit button to , returns true if the form is a selection
1714,private image get inner icon archetype vertex v node container nc node container v get user datum node return plugins get plugins get node display icon nc ,get icon before checking for picked state , returns an instance of given code java object code
1715,public matrix eci2ecef time t matrix t true of date t mjd tt matrix g ghamatrix t mjd ut1 t mjd tt matrix pole if debug geons compute pole t if debug polar pole new matrix 3 else pole pole matrix matrix a pole times g matrix e a times t double omega constants we wgs84 matrix c true of date t mjd tt matrix rg ghamatrix t mjd ut1 t mjd tt matrix b pole matrix this e c transpose times rg transpose times b transpose return e ,eci to ecef transformation , compute the eci to ecef transformation
1716,protected void do dispose ,flow builder destruction hook , called when the provider is being running
1717,protected document fetch resource final resource resource final uriresource uri resource uriresource resource try return vfs get document vfsutils parse vfspath uri resource get uri catch final exception e e print stack trace return null ,this version of fetch resource only works correctly with uriresources , returns the resource with the given name and the root cause
1718,public void remove credential nsurlcredential credential nsurlprotection space space throw new runtime exception stub ,void remove credential nsurlcredential credential for protection space nsurlprotection space space , void remove all characters
1719,public state get top return top ,gets the top state of this state machine , gets the state of this transition
1720,private void init throws exception tblocalizacao row set set data source name java comp env jdbc my sql tblocalizacao row set set command select from tblocalizacao tblocalizacao row set set table name tblocalizacao tbeticket row set set data source name java comp env jdbc my sql tbeticket row set set command select all tbeticket id tbeticket tbeticket tbeticket final tbeticket num tbeticket data from tbeticket tbeticket row set set table name tbeticket ,p automatically managed component initialization , p automatically managed component initialization
1721,public domain object get selected object page state state big decimal id convert to big decimal get selected key state if id null return null if is initialized state attempt to load the object m loaded set state boolean true if is selected state return null acsobject item load acsobject state id if item null return null acsobject cache set state get request item return item return acsobject cache get state get request id ,return the object which was selected and loaded from the database , returns the current item object that is selected from the
1722,public object down event evt gms gms header hdr is join message evt if hdr null hdr get type gms gms header join req hdr get type gms gms header join req with state transfer we found a join request message now add an auth header message msg message evt get arg auth header auth header new auth header auth header set token this auth plugin msg put header this id auth header return down prot down evt ,an event is to be sent down the stack , returns an event with the given name and the provided id
1723,public player get winner if winner null iterator player iterator players cards key set iterator player winner iterator next while iterator has next player a player iterator next if players cards get winner get weight players cards get a player get weight winner a player winner winner return winner ,gets the winner , gets the player from station
1724,private void save last stat after logout agent detail agent detail item item boolean is for general row if is for general row times off hook put item get agent item get queue new integer item get times of hook times unavailable put item get agent item get queue new integer item get time unavailable else times off hook for general row item get times of hook times unavailable for general row item get time unavailable ,saves the last statistics after logout , displays the current state of the current cursor on the current
1725,public boolean add album album wrapper album return add medias new array list album get medias ,add an entire album to the playlist , add a new entry to the list of not added list
1726,private string list players player player string players list players list n iterator player it for it this l players iterator it has next player it next players list player to string return players list ,method that return the list of all players in the system , method that return the list of all players in the system
1727,public void set area id int area id this m area id area id ,sets the area id , sets the id of this area
1728,public void set option value option value option value this option value option value ,setter for property option value , sets the value of the default field property
1729,public string get state id return state id ,returns the state for which entering was , gets the value of the container id property
1730,public string get zip repository path return zip repository path ,visszaadja a repository ban , returns the path of the file
1731,public void end page throw new runtime exception stub ,void cgcontext page cgcontext ref c , void cgcontext begin child cgcontext ref c
1732,private void add connection try add available connection available add new dbconnection also add it to the all array all add available get available size 1 catch sqlexception ex if settings get instance debugging logger get logger dbpool class get name log level severe null ex ,add connection to the arraylist , adds the specified command to the
1733,public integer get nr of return nr of ,gets the number of cast , gets the value of the node node property
1734,public string next default id values between 10000 and sb new string buffer 10 sb append next int sb append next int 10000 return sb to string ,returns a random value between and , returns the next id of the collection
1735,public void add historic data data if evt is daily double current data get close if previous 0 if ready data add make value current if data size period ready true generate indicator else data remove 0 data add make value current generate indicator previous current ,adds a new quote to the object , adds a new row to the current set of the current
1736,public int get media server stream port return media server stream port ,get the port from which the server sends for media streams , get the port to use for the server port
1737,private boolean get boolean ipreference store store string key return key null store get boolean key ,returns the boolean preference for the given key , returns whether the given key is a preference key
1738,public command get ara if ara null gen end 15 getter 0 15 pre init insert pre init code here ara new command ara command ok 1 gen line 15 getter 1 15 post init insert post init code here gen begin 15 getter 2 return ara ,returns an initiliazed instance of component , returns an initiliazed instance of back component
1739,private void initialize this set size 500 300 this set title resource get string configure result this set modal true this set resizable false this set content pane get jcontent pane ,this method initializes this , this method initializes this
1740,public void init key generation parameters param this random param get random this strength param get strength 7 8 ,initialise the key generator , initializes the key of the map
1741,public void set profile path file profile path this profile path profile path get absolute file ,set directory where profile should be created , sets the path of the files
1742,public void test foreign key indices exist data query dq session manager get session retrieve query foreign key indices list actual new array list while dq next actual add dq get table name dq get column name dq close list expected new array list assert equals foreign keys expected actual ,that indices exist for all foreign keys , test of set of data method of class org
1743,private class get idlstub class string codebase class type throws class not found exception string name get idlstub class name type return util load class name codebase type get class loader ,load a created stub class for a type , finds the class type and class for a class
1744,public void show login screen init gui set table name in header panel null set header middle panel null login panel login panel new login panel dashboard org nick name content panel add login panel ,show login screen , shows the table
1745,public void set needs display in rect cgrect r throw new runtime exception stub ,void set needs display in rect cgrect r , void set needs in rect cgrect rect
1746,public void sub turns remained int turns this turns remained this turns remained turns ,method add the number of turns remained to get this technology , this method is called when the output is displayed
1747,private void override properties data object src data object type type src data get oid get object type data object tgt data domain service interface exposer get data object this for iterator i type get properties i has next property prop property i next if prop is collection prop is key property string name prop get name tgt data set name src data get name ,override all the properties of this object with the data , loads the type of data from the current source
1748,public void set cleared media try if is cleared is cleared true wid item set is call wi 0 if wi without media stop time on hold if media item null stat summary get instance change stat on clear media this stat events analyzer remove stat media item media item media item null else throw new illegal state exception media item not found catch exception e if log is error enabled log error can t set cleared media wi id get wid e ,changes wi state if mi is cleared , sets the current target of the current project
1749,public adapter create continuation adapter return null ,creates a new adapter for an object of class , creates a new adapter for an object of class
1750,public void set default route color color default route color this m default route color default route color ,sets the default route color , sets the color of the plot
1751,public boolean equals object object if object instanceof int ratio object instanceof rational return ratio compare to object 0 just use the default return super equals object ,return true of the result of compare to for the object is zero , returns code true code if the argument is a
1752,public void set call control status boolean b if b set state call void else set state call disabled ,sets call state , sets the status of the player
1753,public void set requested session ssl boolean flag this requested session ssl flag ,set a flag indicating whether or not the requested session id for this , sets whether this message is set to a set of request
1754,private boolean down view change event e view v view e get arg vector new mbrs v get members todo could this ever happen gms is always sending non null value todo if new mbrs null if trace trace trace println stable handle down event trace error received view change event with null mbrs list break synchronized this vid v get vid mbrs clear mbrs add all new mbrs initialize return true ,received a tt view change tt event from a layer above , returns a single event from the given position
1755,protected string get target url content item target if target null return null else if target instanceof asset asset asset asset target return utilities get asset path asset null else return utilities get item location target ,return the url of code target code on the destination live server , returns the content of the item
1756,public container get content pane if min size added return scroll content pane return super get content pane ,return the content pane to add stuff to , gets the element of the content pane
1757,protected string get dialog settings section name return vm details dialog section non nls 1 ,returns the name of the section that this dialog stores its settings in , returns the label of the user
1758,public boolean visit key bin op node return true ,visits the given type specific ast node , visits the given type specific ast node
1759,public string get package name if type type const pool return org xmlvm element clazz xmlvm document get root element get child tag class ns xmlvm return clazz get attribute value package ,returns the name of the package this resource is in , returns the name of this element
1760,final static public void register object service class service class registry register service service class ,register a service , override to handle factory for factory
1761,public void set port int port this start port port this port port ,set the port for the channel , sets the port to use for the socket
1762,public string get service id throw new runtime exception stub ,cfstring ref scnetwork service get service id scnetwork service ref service , cfstring ref scnetwork service get service id service service ref service
1763,public string get game id if game id null game id connection get jid return game id ,gets the game id , gets the game id
1764,public void init throws exception timer stack null stack timer null if timer null trace error nakack init timer is null naker new naker out of bander new out of bander naker ,do some initial tasks , initializes the state of the code manager code
1765,public cmtime get output decode time stamp throw new runtime exception stub ,cmtime cmsample buffer get output decode time stamp cmsample buffer ref sbuf , cmtime cmsample buffer get output cmsample buffer ref sbuf
1766,public void set travel id collection collection travel travel id collection this travel id collection travel id collection ,sets the travel id collection of this imagecache to the specified value , sets the blog category id of this blog to the specified value
1767,protected void create source group composite parent create root directory group parent create file selection group parent create buttons group parent if need web import create parent ,create the import source specification widgets , creates a new package for the given package
1768,public object list get objects return objects ,return object list , returns the list of objects in the collection
1769,protected big integer min big integer a big integer b return a min b ,returns the smaller of two numbers , returns absolute value of argument
1770,protected void cache valid session session session serializable session id if session null session id null return cache cache get active sessions cache lazy if cache null return if session instanceof validating session validating session session is valid session else cache session session id cache ,caches the specified session under the key code session id code , register a session
1771,public string get error message return f last error ,returns the error message from the described extension , returns the error message
1772,public char sequence compute identifier prefix throws bad location exception if f prefix null idocument document get document if document null return null int end get invocation offset int start end while start 0 if character is java identifier part document get char start break start f prefix document get start end start return f prefix ,computes the identifier as specified by , returns the location of the given location
1773,public int get service max version return service max version ,gets the service max version , gets the value of the version version property
1774,public void shutdown throws interrupted exception synchronized runable shutdown true the check on the thread is done because a call to iterate can result in shut down being called which would wait forever waiting for iterating to finish if running thread thread current thread while iterating true runable wait ,shut down the task , this method is called when the thread is not
1775,public treference create treference return new treference ,create an instance of , create an instance of
1776,private void status error string string if f status field null if f is status field extension istatus field extension f status field set error text escape tabs string f status field set text non nls 1 istatus field extension f status field set visible true f status line update true else f status line set error message escape tabs string f status field set text non nls 1 else f status line set error message escape tabs string f status line set message null ,sets the status error message clears the status message , close the connection
1777,public rak locator get rak locator if locator null logger severe rak locator not initialized yet return this locator ,returns the current locator handle , gets the value of the web info property
1778,public int is properly connected activity act int ret 0 string type ja wemanager get instance get ja wecontroller get type resolver get ja act get type id boolean more outgoing settings can have more outgoing transition type boolean more incoming settings can have more incoming transition type set non exc get non outgoing transitions act if non exc size 1 more outgoing ret 1 set inc tras get incoming transitions act if inc tras size 1 more incoming ret ret 2 return ret ,0 everything is ok , returns the variable of the given type
1779,protected void add test property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui clause test feature non nls 1 get string ui property descriptor description ui clause test feature ui clause type non nls 1 non nls 2 non nls 3 umlpackage literals clause test true false true null null null ,this adds a property descriptor for the test feature , this adds a property descriptor for the is package feature
1780,public double get hae return this hae ,return the height above the ellipsoid , returns the minimum number of available in the dialog
1781,public void set document frequency int v document count v ,set the document frequency , sets the document
1782,public adapter create link end creation data adapter return null ,creates a new adapter for an object of class , creates a new adapter for an object of class
1783,private void save try buffered writer writer new buffered writer new file writer finals settings file false writer write lnf writer close catch ioexception e pane pane new pane pane set error info new error info input output error cannot write settings e to string input output error e level warning null pane set preferred size new dimension 450 200 pane show dialog null pane ,saves settings to the settings file , saves the specified directory
1784,public void init perform initializations inherited from our superclass super init perform application initialization that must complete before managed components are initialized editor fold defaultstate collapsed desc managed component initialization initialize automatically managed components note this logic should not be modified try init catch exception e log contribution list initialization failure e throw e instanceof faces exception faces exception e new faces exception e editor fold perform application initialization that must complete after managed components are initialized data provider get session bean1 get contribution data provider data provider refresh list ,p callback method that is called whenever a page is navigated to , p callback method that is called whenever a page is navigated to
1785,public void add component persistent component factory component factory delegate to the container helper m container add component component factory ,add a component after the already added components in the last position , adds a component to the container
1786,public void channel closed this channel null ,notifies this handler that the channel has been closed , this method is called when the task is finished
1787,public vector time element wise max vector time b return element wise x b true ,calculate element wise max both vector times , returns a new time for the given position
1788,private string localize string key string default string return context get locale basket key default string ,get localized string , retrieve the string value of this string
1789,public string get encoded message name throws ioexception http exception int index message url last index of if index 0 throw new dav mail exception exception invalid message url message url return uriutil encode path message url substring index 1 ,return encoded message name , returns the xml representation of this message
1790,public string get string metadata id throws sqlexception ioexception complete metadata bean meta info get complete metadata metadata id byte array output stream stream new byte array output stream heal metadata metadata to meta info file locator stream return stream to string ,returns the record for the specified metadata in xml format , returns the value of the given header
1791,public void destroy only destroy this if we created the orb instance if created orb null created orb destroy created orb null ,destroy the created service , destroy the web application
1792,public form id map get form id return new form id map binding ,determine the id of the enclosing form of a jsf component , create an instance of
1793,public object make object throws java lang exception pair pair new pair model landscape pair set clutch size pair clutch size pair set search time pair search time pair set current age 0 pair set survival generator survival generator pair set reproduction generator rep generator pair set dispersal distance pair mean dispersal distance disp generator pair set dispersal angle generator disp generator return pair ,either gets a pair from the pool or creates a new one , create an instance of
1794,public boolean is name sufficient to create return true ,if true it is sufficient to create an instance of this entity type , return true if create is supported
1795,public void set sha1c string sha1c this sha1c sha1c ,sets the new sha value for the msn object properties data , sets the m attribute
1796,public void start page int page width int page height string page name string utils lpad string value of page count 0 5 current page object new page object page name page width page height current page object set portrait rotation portrait rotation current page object set landscape rotation landscape rotation ,a new page , start the index of the page
1797,public void add word type word type word type word type value word type value word type word type value ,give a word a word type , add a new item to the content type
1798,public void set label font font font if font null throw new illegal argument exception null font argument if this label font equals font this label font font ,sets the font for the axis label and sends an , sets the font used to display the title
1799,public void set minimum fraction digits int number throw new runtime exception stub ,void set minimum fraction digits nsuinteger number , void set maximum number of bytes nsuinteger nsuinteger number
1800,public cgfont retain throw new runtime exception stub ,cgfont ref cgfont retain cgfont ref font , ref ctfont retain retain ref font
1801,private boolean using update layered window window w if w instanceof root pane container jroot pane root root pane container w get root pane return root get client property transparent old bg null return false ,indicates whether update layered window is in use , set the menu pane
1802,protected void do drop object object get selected object string entity name get administration get name object if joption pane show confirm dialog null are you sure you wish to permanently drop entity name drop joption pane yes no option joption pane yes option do drop object ,override to handle drop button action , called when the object is not null
1803,public group get group initialize role group return m role group ,gets the group that represents the members of , return the current template
1804,public map relationships by name throw new runtime exception stub ,nsdictionary relationships by name , nsdictionary dictionary by name
1805,public void set estimator state estimation e estimator e ,set the estimator to use in the spacecraft model , sets the input state
1806,public void set double this ,set the tag values , sets the value of the seat stream property
1807,public int get anchor vertical return anchor vertical ,return the anchor vertical value which is default top bottom or vertical center , return the anchor as the left left or right
1808,public void set type converters ttype converters value this type converters value ,sets the value of the type converters property , sets the value of the type type property
1809,public void update fire table data changed ,notify registered listeners that the underlying model has changed , update the update of the change
1810,public void action performed action event event todo populate this code if event get source equals d cancel button this dispose else if event get source equals d okay button if d destination null hand off else joption pane show message dialog this please choose a destination else if event get source equals d browse button browse chooser set file selection mode jfile chooser directories only browse chooser show open dialog this if browse chooser get selected file null d destination browse chooser get selected file this destination text set text d destination get absolute path ,handles all the actions performed on the main gui , this method is called when a action is selected
1811,public web link get packager return this packager ,returns the code packager code value , returns the value of the resource
1812,public web server vo get web server deployment target vo target web server vo new web server new web server vo new web server set webserver id web server id new web server set name get random web server name new web server set host localhost new web server set web port new integer 80 new web server set jndi port new integer 1099 new web server set deployment target target return new web server ,get web server vo object , gets the service manager
1813,public void remove action listener action listener al if listeners null listeners remove element al ,unsubscribe an action listener who is no longer interested in , removes a listener from the list of listeners
1814,public int get local number of folders if local number of folders not calculated local number of folders 0 for int i 0 i metrics list size i metrics metrics metrics metrics list get i if metrics instanceof folder metrics local number of folders return local number of folders ,returns the total number of files in the current folder metrics , return the number of bytes in the system
1815,public void display statements for int i 0 i statements size i system out println statements element at i ,displays all statements in the transaction , this method is here just to satisfy interface
1816,public boolean is white balance mode supported int white balance mode throw new runtime exception stub ,bool is white balance mode supported avcapture white balance mode white balance mode , bool is equal to boolean mode at index nsuinteger content
1817,public proposal bean find integer id throws data access layer exception return proposal bean super find proposal bean class id ,find an event by its primary key , find an event by its primary key
1818,public music symbol previous instance of in staff class desired class music symbol previous previous instance of in score desired class check if this is the same staff if get parent time slice get parent measure start get parent staff previous get parent time slice get parent measure start get parent staff return previous there was none in the same staff return null ,return the previous instance of the given class type looking , return the current state of the given class
1819,protected scheduled future get timeout handle return timeout handle ,gets the timeout handle , gets the value of the thread timeout property
1820,public string get name object o return user o get name ,obtain the name of a given entity object , obtain the name of a given entity object
1821,public flow variable get variable string name return flow variable variables get name ,returns the flow variable with the given name , returns the context context with the specified name if any
1822,public xmlvm process get target process return target process ,returns the target process , returns the target state of the described being being
1823,protected page create templates page return new page this ,creates the templates page used with this editor , creates a new element with the given name
1824,public string read token boolean blocking throws ioexception byte last byte 0 boolean cont true while cont if blocking available 0 return null int ch in read if ch 1 throw new ioexception end of stream else if char ch separator cont false else byte buffer write ch use iso 8859 1 as default charset string result byte buffer to string default charset utf is utilized if result starts with u result byte buffer to string utf 8 byte buffer reset return result ,read a single token from the input stream , read a token from the response and token into the response
1825,protected string substring after string value1 string value2 int position value1 index of value2 if position 0 return value1 substring position value2 length return ,if first string starts with the second string returns a new string that , returns string that returns a new string that is a string with the specified
1826,public string get data as string maybe load delayed data return data get file as string ,returns the data as a string , returns the text text text of this file type
1827,public string get name object o return index o get name ,obtain the name of a given entity object , obtain the name of a given entity object
1828,public void set google key string google key if google key null google key length 0 this google key null else this google key google key ,the unique google key for the client , sets the key of the map
1829,public mkmap rect union mkmap rect rect2 throw new runtime exception stub ,mkmap rect mkmap rect union mkmap rect rect1 mkmap rect rect2 , cgrect rect for rect mkmap rect mkmap rect rect
1830,public void print space last attrib last attrib true print space last attrib false ,fix for last attribute indentation , print a line in the output buffer
1831,protected size2 d arrange nn block container container canvas g2 list blocks container get blocks block b block blocks get 0 size2 d s b arrange g2 rectangle constraint none b set bounds new rectangle2 d double 0 0 0 0 s width s height return new size2 d s width s height ,arranges the blocks without any constraints , returns the first view of the given category
1832,public orb create client orb cssbean client throws config exception return create orb client get uri client translate to args client translate to props client ,create an orb for a cssbean client context , create an instance of
1833,public boolean contains key object key return hash table contains key key ,tests if the specified object is a key in this strong hashtable , returns true if the given key is a preference key
1834,public int read char buf int count 0 if buffer has remaining return 1 int remain buffer remaining int length buf length 2 byte byte array new byte remain length remain length buffer get byte array while buffer has remaining count buf length buf count read char string temp null try temp new string byte array constants default charset int s length temp length for int i 0 i s length i buf i temp char at i catch unsupported encoding exception e e print stack trace system exit 1 return temp length ,read more than one char into an array , read a byte from the byte array
1835,protected int find pane component c int index 0 for iterator i children i has next index pane p pane i next if p get component c return index return 1 ,find the pane whose body is the specified component , returns the pane with the given index
1836,public isource folder get new source folder return f created source folder ,returns the created package fragment , get the package root for this content section
1837,public void set controller url string controller url this controller url controller url ,sets the controller url , sets the path of the directory
1838,private void set reg int reg int value var string builder temp temporary place holder for integer value to be set string builder temp new string builder integer to binary string value while temp length 32 temp insert 0 0 if reg 1 reg1 temp else if reg 2 reg2 temp else if reg 3 reg3 temp else if reg 4 reg4 temp else if reg 5 reg5 temp else if reg 6 reg6 temp else reg7 temp ,sets the contents of the specified register , sets the next value of the character
1839,public void test instantiation via object type throws exception s log debug instantiation by object type object type o session manager get metadata root get object type user base data object type user user try user new user o run standard tests user catch exception e fail e get message o session manager get metadata root get object type s bad data object type try user new user o fail successfully created a user with an invalid object type object catch exception e ,test instantiation via object type , test of via type method of class org
1840,public void set restart date timestamp value this restart date value ,setter for column date , sets the value of the date property
1841,public boolean is assigned return get assigned user count 0 get assigned group count 0 ,tests whether any user or group is assigned to this task , returns true if this task is for a number of currently assigned
1842,protected void load content byte array input stream stream throws messaging exception since this is a byte array input stream available returns reliable value content new byte stream available try just read everything in to the array stream read content catch ioexception e should never happen throw new messaging exception error loading content info e ,load the message content from the server , load the content from the stream
1843,public tile get south tile t new tile t set layer layer if y 1 z t set zxy z x y 1 else throw new illegal access error no south return t ,returns a tile of the south , returns the output text
1844,public object clone return new rights this ,clone a set of rights , returns an instance of this code null code
1845,public string get client password return client password ,gets the client password , gets the path password
1846,private void hook params accessibility final tree tree final display display tree get display tree get accessible add accessible listener new accessible adapter override public void get name accessible event e if e child id acc self tree item item tree item display find widget tree e child id if item null item get data instanceof job parameter job parameter param job parameter item get data e result param get script parameter get nicename param get value non nls 1 ,the object of the jobs tree to return an name , method that can be called from another applet or from javascript
1847,public void add not null tag filter m data collection add filter transaction tag is not null ,add a filter that checks for non null tag , adds a new filter
1848,protected void add message property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui interaction message feature non nls 1 get string ui property descriptor description ui interaction message feature ui interaction type non nls 1 non nls 2 non nls 3 umlpackage literals interaction message true false true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the message feature , this adds a property descriptor for the message feature
1849,public iterator get listener iterator final class t return new event listener iterator t ,return an iterator over all event listeners of class code t code , returns the task as a target
1850,public void set form section model builder print listener l m new section set form section model builder l ,sets the form section model builder for , sets the form object for this widget
1851,public void join session string session name try collab edit service join session session name catch remote exception e todo auto generated catch block e print stack trace ,connects to the given collaborative editing session , send a service to the server
1852,public void remove row listener row listener l row change support remove row listener l ,removes a property change listener from the listener list , remove a change
1853,public string get citta fattura return citta fattura ,returns the citta fattura , returns the minimum value of the coordinate
1854,public tile next step tile path tile me get position my player for int i path length 1 i 1 i if me distance to path i 20 me distance to path i 0 return path i return null ,returns the next step in a tile array , returns the next node in the collection
1855,public boolean is valid value string value if valid values null return true else if value null return false for int i 0 i valid values length i if value equals valid values i return true return false ,tell whether the given value is valid for this option , check if the string is a valid
1856,public void set right columns column c right side set columns c ,set the entire right side from an array , sets the columns collection of this columns to the specified value
1857,public void set right columns c right side c ,set the entire right side to a given columns collection , sets the left collection of this portlet
1858,public void clear changed for int i 0 i get column count i get column i clear changed ,explicitly and clear all changed flags , clears the current value of the map
1859,public boolean equals string s switch type case t str if str value null return s null return str value equals s case t chars return char c equals s case t bytes return byte c equals s default return false ,compares the message bytes to the specified string object , check if the string is a valid
1860,protected boolean import resources list file system objects for object o file system objects if o instanceof file if string utilities is valid resource name file o get name studio message dialog open warning studio plugin get shell import audio the file you are trying to import contains non latin characters please rename the file and try again return false studio resource import operation operation new studio resource import operation get container full path get source directory audio file system structure provider instance this file system objects operation set context get shell return execute import operation operation ,import the resources with extensions as specified by the user , import the resources with extensions and extensions to the given
1861,public string get jcampdx return this jcampdx ,getter for property jcampdx , returns the m version
1862,public void set base file path string new file path base file path new file path if base file path null base file path length base file path length else base file path length 1 ,sets the base file path property setting , sets the path of the files
1863,protected void parse string http msg throws ioexception while this skip new line http msg if this skip new line http msg break string attribute this next word http msg if attribute equals break if attribute ends with throw new ioexception an attribute name must end with a attribute attribute substring 0 attribute length 1 string value this remaining line http msg this attributes put attribute value this http content http msg substring this index ,parses the http attributes and the content , parse the given line
1864,public void account edition failed event handler account edition failed event args args this send args get message ,handles the account edition failed event , handles the account failed failed event
