,Function,Original Comment,Predicted comment
2608,public string full trim string str int pt0 0 int pt1 str length for pt0 pt1 pt0 if n t index of str char at pt0 0 break for pt0 pt1 pt1 if n t index of str char at pt1 1 0 break return str substring pt0 pt1 ,specially for names that might be multiline , returns the number of all the given string
2609,public void run sample event event null while true try event sample event occurred q remove 0 catch exception ex wait for samples continue try if event null iterator iter listeners iterator while iter has next sample listener iter next sample occurred event iter remote listeners iterator while iter has next try remote sample listener iter next sample occurred event catch exception ex log error ex else wait for samples catch throwable ex log error ex ,run the thread , run the event
2610,private void form window closing java awt event window event evt gen first event form window closing gen headerend event form window closing int res joption pane show confirm dialog this are you sure you wish to end the screen sharing session end session joption pane yes no option if res joption pane yes option dispose gen last event form window closing ,p called when the window is closing , p called when the window is closed
2611,public void set property value final property descriptor property descriptor final object value final method method property descriptor get write method try method invoke bean value catch invocation target exception exception if exception get cause null throw new runtime exception exception get cause else throw new runtime exception exception catch illegal access exception exception throw new runtime exception exception final string name property descriptor get name bean sttings put name value brick listener property changed this property descriptor value refresh display ,update the property with the specified value , this method is called when a property is changed
2612,public void begin generating playback notifications throw new runtime exception stub ,void begin generating playback notifications , void cgcontext start cgcontext ref c cgcontext ref c
2613,private jcombo box get if this j services null this j services new jcombo box this scheduler client get services this j services set preferred size new dimension 150 20 this j services set minimum size new dimension 150 20 this j services set action new add parameter enablement action this translator get instance register component this j services new text id to field mapping standard field name tool tip text task manager 14 return this j services ,this method initializes j services , this method initializes j combo box
2614,public void set volume int volume if sdl null audio thread set volume sdl volume else if sound clip null audio thread set volume sound clip volume else if ogg music null ogg music output line null audio thread set volume ogg music output line volume ,set the linear volume , set the current speed of the probe
2615,public void set change flag this key name old this key name ,sets changed flag , sets the value of the key property
2616,public spatial extent get spatial extent return spatial extent ,first a required spatial extent element lists the bounds along each of , returns the fixture for this class
2617,protected list query by example persistent object o throw new xerror not implemented ,override the usual find , returns the query query
2618,public void sort by values sort order order this data sort by objects order pie dataset change type ct pie dataset change type update fire dataset changed new pie dataset change info ct 0 get item count 1 ,sorts the datasets items by value and sends a , select the given columns in the given order in the list
2619,public void set resource transport gov noaa gdsg xmldbremote resource resource transport this resource transport resource transport ,setter for property resource transport , set the language
2620,public void set maximized viewport int screen w int screen h projection set viewport 0 0 screen w screen h ,maximize viewport according to passed screen values , set the horizontal horizontal offset
2621,protected void add value property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui link end data value feature non nls 1 get string ui property descriptor description ui link end data value feature ui link end data type non nls 1 non nls 2 non nls 3 umlpackage literals link end data value true false true null null null ,this adds a property descriptor for the value feature , this adds a property descriptor for the is default feature
2622,public team get bidder team return bidder team ,gets the bidder team , gets the value of the web transaction property
2623,public create repository string location string svn path boolean basic auth string basic auth file required auth required boolean authz string authz file repository repo new repository connection password server dir repo set location location repo set svn path svn path repo set basic auth basic auth repo set basic auth file basic auth file repo set required auth required repo set authz authz repo set authz file authz file return repo ,creates and populates an object , create a new url
2624,public int length return p length ,length of original text , returns the length of the length
2625,private meta class find class for form business object string role name for enumeration e util get all association roles meta class elements e has more elements association role role association role e next element association role related role role get related role if related role name equals role name return related role get meta class return null ,gets the meta class of the class in the related role to , returns the class name of the class
2626,public string get id throws org xmldb api base xmldbexception return this resource transport get id ,the id representing this resource , returns the id of the feature
2627,public filter list iterator list iterator root if root null throw new null pointer exception this root root ,creates a new filter list iterator , creates a new list of all elements
2628,public boolean grantee is user return boolean m data query get grantee is user boolean value ,determines whether the grantee of the current permission record , returns code true code if the user is a user
2629,synchronized public void set parameters parameter new parameters parameters new parameters fire table data changed ,set the specified parameters to display in the table , set the parameter value
2630,public void action performed final action event e toggle default shell ,invoked when the user clicks the button for the default shell , gets executed when the object that contains this action listener
2631,public void remove server string id string daemon settings to remove null for daemon settings server this saved servers if server get id string equals id string to remove server break if to remove null saved servers remove to remove ,remove a previously saved server from the settings , removes a user from the server
2632,public int get record length int rec no if rec no 0 return index array rec no length else return 1 ,method get record length int rec no br , get the number of record record
2633,protected void do view research if game world player active research null game world player selected tech game world player active research research clazz index game world player selected tech clazz index type index game world player selected tech type index game world select building for game world player selected tech ,display the currently researched technology , perform the action on the current selected
2634,public int get port string scheme url get protocol int port url get port if scheme to lower case equals https if port 1 port if scheme to lower case equals http port 1 port 80 return port ,gets the port part of the url , get the port of the server
2635,public boolean contains cyc variable cyc variable boolean answer high cardinality domains contains key cyc variable if verbosity 8 system out println nhigh cardinality domain for cyc variable answer return answer ,returns tt true tt iff this variables domain was specified via an , returns code true code if the argument is a
2636,public void set item paint paint paint if paint null throw new illegal argument exception null paint argument this item paint paint ,sets the item paint , sets the paint paint
2637,public void run callback stop closure try stop closure execute catch throwable e on exception stop closure e ,performs the given code to stop some service handling the exceptions , starts the timer
2638,public int index of object object if object instanceof job int index 0 for job info info jobs if info get job equals object return index index return 1 else return jobs index of object ,returns the index of the given object in this manager , returns the index of the given object
2639,public void set game id string id this game name id ,sets the game id , sets the value of the id property
2640,public gm position get max return max ,returns the maximum coordinates of bounding box , gets the total number of x
2641,public void reduce health points int loss this health points loss if this health points min health points this health points min health points this set injury degree ,reduces the persons number of health points passed as parameter , this is the same point method
2642,public void set seller seller seller this seller seller ,sets the seller of deal , sets the flag that determines whether or not the x axis
2643,public void set enabled boolean enabled super set enabled enabled component components get components if components null components length 0 int count components length for int i 0 i count i components i set enabled enabled ,sets all components of the container either false or true , set the state of the component
2644,public void set start min int start min throws invalid format exception if min minute start min start min max minute this start min start min else throw new invalid format exception this start min start min ,s tter starttidens minutdel , sets the start start of the building
2645,private boolean is accepted return accepted depths size steps size ,returns true if events should be passed through false otherwise , returns true if the first object is in the second
2646,public jtable get tbl log view if tbl log view null tbl log view new jtable return tbl log view ,this method initializes tbl log view , this method initializes j menu
2647,public config writer get config throws cancel pressed exception if ok pressed return page get config throw new cancel pressed exception ,returns the config , returns the root window
2648,private void preferences menu item action performed java awt event action event evt gen first event preferences menu item action performed gen headerend event preferences menu item action performed preferences window get instance set selected panel chat preferences window get instance set visible true gen last event preferences menu item action performed ,p when the preferences item is chosen in the menu show , this method initializes j menu
2649,public void set current object java lang object object try if get object null get object remove property change listener get consistency controller set object org tcotool model tco package object get object add property change listener get consistency controller catch throwable e handle exception e ,make the view represent the given object , set the value of the specified entity type
2650,public boolean get flag show fog return fog fader get state ,get whether fog is displayed , returns whether or not the user is visible
2651,public double get min scale hint return min scale hint ,returns the minimum sclae the layer is valid , returns the minimum value of the minimum scale
2652,public double get value double x return model function1 d mf get value x a ,returns the value of gaussian function , get the value of the y value
2653,public void pre process wf petri net utils split mixed places wf petri net utils isolate transitions wf ,pre process petri net by , this method is called by the same listener and test
2654,public void set flow registry flow definition registry flow registry this flow registry flow registry ,sets the registry of flows to query when this mapping is tested , set the flow execution context
2655,public object clone touch sensor t new touch sensor loader sfbool enabled clone return t ,description of the method , description of the method
2656,public object get property value final property descriptor property descriptor throws exception final method method property descriptor get read method return method null method invoke bean null ,get the property value , returns the value of the property
2657,private boolean validate target state if f target instanceof ifind replace target extension2 ifind replace target extension2 extension ifind replace target extension2 f target if extension validate target state status error editor messages find replace dialog read only update button state return false return is editable ,validates the state of the find replace target , validates the type of the target
2658,public object parse object final string source throws parse exception return parse source ,parse a string as an object , obtain a string representation of this object
2659,public string get prefix string idocument doc int pos throws bad location exception matcher m completion word pattern matcher non nls 1 int prev non alpha pos while prev non alpha 0 m reset doc get prev non alpha 1 pos prev non alpha 1 if m matches break prev non alpha if prev non alpha pos return doc get prev non alpha pos prev non alpha return null ,returns the text between the provided position and the word boundary , returns the string representation of the contents of the given string
2660,protected object get string key string braces string a get key message format mf new message format a return mf format braces ,get the property and replace the values with the , get the value of the key
2661,private void get categories update type type list string categories get categories type type get value combo box model model new default combo box model categories to array category combo box set model model ,fills a list of categories with values , this method is called when a layer is modified
2662,public void get value float axis angle sfrotation owner field get value axis angle ,gets the value attribute of the const sfrotation object , gets the value attribute of the const scan2 object
2663,public empty type get partition by subject return partition by subject ,gets the value of the partition by subject property , gets the value of the get alumno by property
2664,public sci xmldocument get doc return doc ,gets the document that displays the regression test results , returns the fixture for this class
2665,public void clear bit at int index if index 0 index value length value value length index 1 false else throw new bit index out of bound exception value length index ,sets the bit at the position specified by code index code to 0 , clear the index at index of index
2666,private void result types item selected element elt open a new package window if current panel null current panel dispose fill menu menu item add item new menu item popup menu swt push add item set text add result type add item add selection listener new selection adapter public void widget selected selection event e open add result type panel element tree get selection 0 get data ,called when result types item has been selected , p called when the item is selected from the selected
2667,public void set field lodging field name field name object o request lodging set field name o ,put an object to a specific field of a , set the field bg user name
2668,public string get download type return download type ,getter method of the type of the downloading , returns the type of the feature type
2669,public void draw graphics graphics debug does not deal with next to each other final point top get screen hotspot int bottom y get bottom y graphics draw line top x top y top x bottom y if type type thick by drawing more of the same line to the left graphics draw line top x 1 top y top x 1 bottom y graphics draw line top x 2 top y top x 2 bottom y ,draw this object , draw the given area
2670,private string get role id if this framework get role null return this framework get role obj id return ,gets the id for an aggregated class , returns the id of the user
2671,public double get reflection return rho ,returns the reflection factor for this instance of the simplex algorithm , gets the value of the sfcolor property
2672,protected void remove final file references files int count delete count try while files get html exists files get html delete files get properties exists files get properties delete count 0 count try thread sleep delete thread sleep catch interrupted exception ignore catch exception e throw new disk cache exception unable to remove files from the cache exception e get class get name message e get message if files get html exists files get properties exists count 0 throw new disk cache exception unable to delete files from the cache delete count attempts at delete thread sleep milliseconds intervals ,try to delete the file , remove the given file from the given file
2673,public void set manipulations hash map string array list manipulation record n manipulations this manipulations n manipulations remove any reference to global and replace with array list manipulation record mp list this get manipulations global global if mp list null this set manipulations mp list this manipulations remove global global ,set all manipulations used for loading , set the list of all attributes
2674,public big decimal get act equip qty return this act equip qty ,getter for column act equip qty , gets the value of the get milliseconds property
2675,public void set iteration survival mean double iteration survival mean this iteration survival mean iteration survival mean ,setter for property iteration survival mean , set the order of the mean
2676,public boolean locking left counter for white pixels between the letters int space counter 0 for int i x2 i img get width i for int j y1 1 j y2 j if img get rgb i j 16777216 if i 0 x1 i return true x1 i 1 return true space counter if space counter 3 gui setj text area1 space counter 0 end row true gui setj text area1 n return false ,this method reads the image until it reads the first black pixel , checks if two are true
2677,static public node signal processor get instance final string type if type quadrupole s str type type bend s str type return new else if type trimmed quadrupole s str type return new trimmed quadrupole processor else if type bpm s str type return new else if type corr s str type type corr s str type return new dipole corrector processor else if type profile monitor s str type return new profile monitor processor else return new node signal processor ,get the appropriate processor instance for the specified node type , get the pointcut object for the specified type
2678,public object replacement object for keyed archiver archiver archiver throw new runtime exception stub ,id replacement object for keyed archiver archiver archiver , id object id gps event
2679,public void set radius parameter value type radius this radius radius ,sets the value for the radius of the halo , sets the value of the scan2 property
2680,private void add new supply row add new supply row supply table model add new supply item select new row int index supply table get row count 1 supply table set row selection interval index index scroll to bottom of table supply table scroll rect to visible supply table get cell rect index 0 true ,adds a new supply row to the supply table , adds a new row to the table
2681,private void load server variables throws sqlexception com mysql jdbc statement stmt null com mysql jdbc result set results null try stmt com mysql jdbc statement create statement if stmt get max rows 0 stmt set max rows 0 results com mysql jdbc result set stmt execute query show variables while results next this server variables put results get string 1 results get string 2 catch java sql sqlexception e throw e finally if results null try results close catch java sql sqlexception sql e if stmt null try stmt close catch java sql sqlexception sql e ,loads the result of show variables into the server variables field so , load the server
2682,public string get name space name debug debug method begin this get name space name int pos name space index of if pos 0 pos name space index of debug debug method end return name space substring 0 pos trim ,returns the name of the name space , returns the name of the given name
2683,public score score setup setup score data data if data get parent score null throw new heirarchy exception cannot add score data to score because it already belongs to a score object setup setup data data data set parent score this ,creates a new score with the given setup and data , creates a new map map
2684,public void respond page state state fire action event state ,responds to the incoming request , called when the user is selected
2685,public void set yscale on boolean val y scale on val ,displays y scale if val is true , sets the flag that controls whether or not the x axis
2686,public boolean is suspended throw new runtime exception stub ,bool is suspended , bool is rect
2687,private void set resource dav resource resource throws dav exception if resource null resource instanceof version controlled resource resource instanceof version resource this resource resource else throw new dav exception http servlet response sc bad request dav version tree report can only be created for version controlled resources and version resources ,set the code delta code used to register this report , set the resource info
2688,public void set ppod id throw new unsupported operation exception ,this method is not supported , sets the value of the id property
2689,public void write final data adaptor adaptor adaptor set value name name adaptor set value knob id id adaptor write nodes elements ,write the data to the adaptor for persistent storage , write the data adaptor to write the data adaptor for storage
2690,public void put string key templates tpls cache put key tpls ,puts the templates into the cache , puts a key into the cache
2691,public int status return sts dbr get status get value ,get the channel status , get the status of the status
2692,public void action performed action event e gui g pf set default data base default data base get text gui g pf set default folder default folder get text media system save preferences gui g pf gui g f set enabled true dispose ,gets executed when the object that contains this action listener , gets executed when the object that contains this action listener
2693,public general purpose bit get general purpose bit return ,the general purpose bit field , gets the value of the jdbc transaction property
2694,public int clock sequence if version 1 throw new unsupported operation exception not a time based uuid if sequence 0 sequence int least sig bits l 48 return sequence ,the clock sequence value associated with this uuid , returns the current state of the current transaction
2695,public void clear data this model clear data this healthpane clear data this clear data ,clears the monitor model , clear the data data
2696,protected void update font if font null return font data fd font get font data 0 int style fd get style int awt style java awt font plain if style swt bold swt bold awt style java awt font bold if style swt italic swt italic awt style java awt font italic system err println swt font fd java awt font awt font new java awt font fd get name awt style int math round fd get height dpi g2d set font awt font system err println awt font awt font ,computes a java2 d font equivalent to the current swt font , update the font for the given font
2697,public void set instances array list instance instances this instances instances ,sets the instances , sets the list of all elements
2698,protected void event dispatcher if event queue is empty current event null if verbosity 2 log current println no events to dispatch else current event event event queue get if verbosity 2 log current println dispatching current event to string ,selects and dequeues event instances from the event queue for , handle the event in which the parameters listeners has been changed
2699,public person get teacher return teacher ,gets the person teaching this task , gets the mission
2700,public void connect to session events handler get instance set first request events handler get instance send get bpx id get client id events handler helper create get server session state request true ,try to connect to existent session , connect to the listener of handler handler
2701,public void add discovered service mobilis service info service info if discovered services null discovered services new array list mobilis service info discovered services add service info ,adds a mobilis service info to the list of discovered services , adds a service service to the service
2702,public double get source x double return dest rect get min get x qx source rect get min get x ,executes a coordinat transformation for the submitted , gets the value of the power power between property
2703,public r3x3 get rotation matrix return this mat rot ,get the matrix r of for the decomposition , returns the matrix
2704,public wizard page descriptor get new desc return new desc ,return the new current descriptor , returns the descriptor for the descriptor
2705,private boolean write output files output file writer writer new output file writer compilation resources get output files return writer write files ,writes the resulting files of the target process to the file system , write the files to the given output stream
2706,public weaver session context get session context return session context ,get the session context , returns the flow execution session
2707,public empresa be get get empresa by idresult return get empresa by idresult ,gets the value of the get empresa by idresult property , gets the value of the get alumno by id property
2708,protected void enter alignment token node throws parse exception ,called when entering a parse tree node , called when the parse is open and parse the given
2709,public int get index return super get index ,return the index of this page in the parents page , get the index of index
2710,public iresource get modified resource isource folder root root get source folder root if root null return root get source folder get package text get resource return null ,returns the resource handle that corresponds to the element to was created or , returns the project path
2711,public int size return this set bindings size ,get the number of bindings in the binding set , returns the number of bytes in the current queue
2712,public boolean insert child int index row row if can have children int max row remove from parent if index 0 index 0 max m children size if index max index max m children add index row row m parent this return true return false ,adds a child row to this row , this method initializes j table
2713,public basetype get rank id return this rank id ,gets the rank id of this forummessage , returns the id of the feature
2714,test method public void test tester t a test that throws an exception t check expect new mtlist tr object get rest new object 0 new illegal argument exception cannot access the first element of an empty data set new mtlist tr get first n the test should fail we supplied a wrong exception class ,real test for exceptions this code is expected to throw an , test the accessors in class org
2715,public void set all enable buttons boolean flag set all enable buttons edit options button set enabled flag build new button set enabled flag build all button set enabled flag show images button set enabled flag set all enable buttons ,set all enable buttons by the flag , sets the flag that controls whether or not the visible mode
2716,public boolean evaluate with object object object throw new runtime exception stub ,bool evaluate with object id object , bool perform object id
2717,public map user info throw new runtime exception stub ,nsdictionary user info , nsdictionary user info info
2718,public void set family name string family name set family name family name ,sets the family name , set the name of the specified entity name
2719,public persistence context type get persistence context type return persistence context type ,gets the value of the persistence context type property , returns the type of the feature type
2720,public void test get properties properties props configuration get properties assert not null props ,test method for , test of get properties method of class gov
2721,public void set session cache session cache cache session cache cache our i o handler instance needs to be fitted with the same cache handler set session cache cache ,set the session cache that should be used for , set the value of the session
2722,public string quote value ientity entity string column name string value if entity null get column entity column name null icolumn column get column entity column name return quote entity get bookmark value column get type column get type name else return value ,quotes the value according with the type of the column and the database , returns a string value of the property
2723,public void connection dropped channel channel trigger change proxy channel state changed this ,indicates that a connection to the specified channel has been dropped , indicates that a connection to the specified channel has been dropped
2724,public annotation get annotation return this annotation ,returns the annotation that triggered the event , returns the annotation preference for the given annotation
2725,public math transform2 d create affine transform final affine transform matrix return math transform2 d pool intern new affine transform2 d matrix ,creates an affine transform from a matrix , creates a new coordinate system
2726,public void set stage4 gain long gain throws connection exception put exception channel stage4 gain set channel get and connect channel stage4 gain handle stage4 gain set channel put val gain ,set the stage 4 gain , set the maximum value of the specified node
2727,public boolean is key property string name return m type is key property name ,returns true if the given property name belongs to this object type , returns code true code if the property is a
2728,public void set rset before quit boolean rset before quit this rset before quit rset before quit ,sets whether an attempt will be made send a pop3 rset command when , set the current status
2729,public void do start throws exception if local server try service config create name service host port log debug started transient corba name service on port port catch no such method error e log error incorrect level of org omg corba classes found n likely cause is an incorrect java endorsed dirs configuration throw new invalid configuration exception corba usage requires yoko corba spec classes in java endorsed dirs classpath e ,the name service instance , start the server
2730,public void test set nb glob system out println set nb glob int nb glob 0 landien instance new landien instance set nb glob nb glob todo review the generated test code and remove the default call to fail fail the test case is a prototype ,test of set nb glob method of class entity , test of set nb ludo method of class entity
2731,private int get query type connection con long id throws sqlexception statement stmt con create statement string query select flag from queries where object id string value of id and attribute 1 if stmt null query null stmt execute query result set set stmt get result set try if set next return set get int flag else return 0 query finally set close stmt close return 0 ,gets the type of the query if its a select insert update delete , get the record id
2732,protected void add remove at property descriptor object object item property descriptors add create item property descriptor composeable adapter factory adapter factory get root adapter factory get resource locator get string ui remove structural feature value action remove at feature non nls 1 get string ui property descriptor description ui remove structural feature value action remove at feature ui remove structural feature value action type non nls 1 non nls 2 non nls 3 umlpackage literals remove structural feature value action remove at true false true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the remove at feature , this adds a property descriptor for the is feature
2733,public void clear selection page state state m selection clear selection state ,clears the selection in the request represented by code state code , clear the selection
2734,public byte set int throw new runtime exception stub ,boolean scnetwork interface set scnetwork interface ref interface int , boolean boolean ref set get boolean scnetwork ref set ref set
2735,public void set catering float param setting primitive attribute tracker to true if java lang float is na n param local catering tracker false else local catering tracker true this local catering param ,auto generated setter method , auto generated setter method
2736,private void init response tree string id si location type debug debug method begin node new node impl 0 dao null new gazetteer response tree id create feature collection at the root node data object dao new data object id feature factory create feature collection id 100 get root set data dao debug debug method end ,initializes the tree that manages all submitted requests and the responses , initialize the given input descriptor
2737,public void launch threads finish collection threads x if log is trace enabled log trace entering launch threads finish synchronized process x get mutex for iterator threads it threads x iterator threads it has next bpthread x cur thread x bpthread x threads it next launch threads on finish cur thread x ,schedule threads to run on this thread finish as outgoing threads , handle the event indicating that the thread has been started
2738,public void table removed table group group data table table get the name of the group and the table string str grp name group get group name string str tbl name table get table name system out println table group str grp name had the following table removed str tbl name ,response to the remove table event , informs all listeners that have been added to the specified group
2739,public void set content mode int mode layer back set content mode mode ,set the content mode of the background uiview , sets the flag that controls whether or not the visible labels are visible
2740,public void read cav field document url url read the document content from the persistent storage xml data adaptor read null read xml data adaptor adaptor for url url false if read null xml data adaptor table data adaptor read child adaptor data root name if table data adaptor null clean up cav fields table io read data table data adaptor cav fields table cav params panel init cav stored energy panel init start monitoring of pvs cav fields table set monitoring ,reads the content of the document from the specified url , reads the given url from the given file
2741,protected object create final projection parameters return new transverse mercator projection parameters modified ,create a new map projection , create a new value for the given date
2742,public string get annotation type string marker type int marker severity string annotation type lookup annotation type marker type marker severity if annotation type null return annotation type string super types marker utilities get super types marker type for int i 0 i super types length i annotation type lookup annotation type super types i marker severity if annotation type null return annotation type return null ,computes the annotation type that corresponds to the given marker type and , returns the annotation type of the given type
2743,public double upper current limit throws connection exception get exception channel current set channel get and connect channel current set handle return current set channel upper control limit double value ,get the current lower settable limit a , get the lower value of the current channel
2744,public double get double sum 0 iterator rf gap gap iter gaps iterator while gap iter has next rf gap gap gap iter next sum gap get gap length return sum ,get the length of the active rf structure in this cavity m , returns the current value of the vector
2745,protected void remove element string name named elements remove name implicit elements remove name explicit elements remove name ,removes a named element by name , removes a named element from the specified resource
2746,private void notify omms action action for omms action listener listener listeners listener process action action ,notifies all listeners , notify all listeners that a action has been added
2747,public int get row count return property descriptors length ,get the number of rows to display , get the number of rows
2748,public int compare to object object if object instanceof performative throw new class cast exception must be a performative object return performative name compare to performative object performative name ,compares this object with the specified object for order , compares this object with another object
2749,private void trigger start update server task iserver server geronimo server behaviour delegate delegate geronimo server behaviour delegate server get adapter geronimo server behaviour delegate class if delegate null delegate geronimo server behaviour delegate server load adapter geronimo server behaviour delegate class null if delegate null delegate start update server state task ,b trigger update server task b is invoked from , called when the server is started
2750,public int get number of spectra sets return number of sets ,returns the number of sets of spectra in the source , returns the number of people
2751,public void turn right direction rightturn ,turn to the right , this method is called by the current state of the current state
2752,public void update optics accelerator accelerator boolean is validating throws xml data adaptor parse exception accelerator manager update accelerator accelerator is validating ,update the accelerator with data from the optics url with a , update the document
2753,public void paint graphics g g set color get foreground for int i 0 i segments length i if segments i g fill polygon segment i ,paint visible display segments in the foreground color , paint the background
2754,public object clone return new const sfvec3d sfvec3d owner field ,description of the method , description of the method
2755,public void set pattern vector p pattern new vector p ,set pattern vector , sets the fixture for this feature
2756,public boolean maybe box return get type equals scene v get soot class java lang object get type ,should primitive typed values be boxed if necessary when writing to this variable , description of the method
2757,static protected action cascade windows action final xal abstract document document action action new abstract action cascade windows public void action performed final action event event application get app cascade windows about document return action ,all document windows relative to the location of the window , returns the action listener
2758,protected void set status line message string message ieditor status line status line ieditor status line get adapter ieditor status line class if status line null status line set message false message null ,sets the given message as message to this editors status line , sets the status of the message
2759,public void remove column column column assert m columns contains column m columns remove column ,removes the specified column , removes a column from the table
2760,public void ignore class final class clazz for class c clazz ignored classes add c ,add to the ignore list , generates a new instance of the class
2761,public void new optimal solution final optics optimizer optimizer final trial solution synchronized solution lock solution solution update variables fire table data changed ,event indicating that a new optimal solution has been found , event indicating that a new trial has been found
2762,public double double value string str attr name string str value string value str attr name return double value of str value double value ,get the value of an attribute , get the value of the specified value
2763,public void test is send to bank attorney throws exception boolean value true instance set send to bank attorney value assert equals value instance is send to bank attorney ,test for the getter of the property to bank attorney , test for the getter of the property
2764,public string parse event id if this event id byte array to int bytes4 0 return invalid event id debug log event id this event id return null ,extract the event id , return the unique identifier for the specified identifier
2765,public void start constraints named node map nnm x get attribute int nnm x 0 y get attribute int nnm y 0 w get attribute int nnm width 0 h get attribute int nnm height 0 component ctx control set bounds x y w h ,read the constraints and apply to the current control , this method initializes j menu
2766,public abstract class void event type public void invoke public final void invoke object next public void contract this one should be of type void when we use it inside invoke but we can not have a variable of type void public object next ,we need this as there is no way to model the primitive , returns the annotation code of the code code
2767,public string get body as html return generate htmltext get body get body type ,this returns the body in a form that can be displayed directly , returns the content of the content
2768,public void set started string value this started value ,sets the value of the started property , sets the value of the get property
2769,protected name parser get name parser return context util name parser ,a parser that can turn strings into javax , returns the name of the specified resource
2770,public void write dialog throws ioexception jsp exception if is forwarded return switch get action case action cancel case action error case action transition case action save break case action default default action show dialog default set param action dialog save jsp writer out get jsp get jsp context get out out print default action html ,writes the dialog html code only if the code , write the command to the given command
2771,public column get column string column name return rs get set get cursor get column name ,returns the column object for the named column at , returns the column name
2772,public spacer get spacer1 if spacer1 null gen end 79 getter 0 79 pre init write pre init user code here spacer1 new spacer 16 5 gen begin 79 getter 1 79 post init spacer1 set layout image item layout center image item layout newline after item layout 2 spacer1 set preferred size 1 5 gen end 79 getter 1 79 post init write post init user code here gen begin 79 getter 2 return spacer1 ,returns an initiliazed instance of spacer1 component , returns the initiliazed instance of the given component
2773,private int check year int y throws illegal argument exception string temp string value of y if temp length 4 throw new illegal argument exception the input day is not valid the value of year should be a 4 digit integer return y ,check if the year is valid which should be a 4 digit integer , check if the specified x is a boolean
2774,public map dictionary with values for keys list keys throw new runtime exception stub ,nsdictionary dictionary with values for keys nsarray keys , nsarray values by objects nsarray array nsarray array
2775,public void write param string name string value throws ioexception start tag param write attr name name write attr value value ,write a parameter tag , write an xml attribute
2776,public void set focus super set focus for focus listener fl focus listeners fl focus gained null ,called when set focus on this editor , set the focus
2777,public string get fatal boolean clear string result this fatal to string if clear this fatal set length 0 return result ,gets everything that has been logged using fatal , this method is called by the user
2778,public number get value int row int column selectable value sv selectable value this data get object row column if sv null return null else return sv get value ,returns a value from the table , get the value of the specified row
